,TWP_ID,ECODISTRICT_ID,YEAR,SumPcpn18_20,SumPcpn19_21,SumPcpn20_22,SumPcpn21_23,SumPcpn22_24,SumPcpn23_25,SumPcpn24_26,SumPcpn25_27,SumPcpn26_28,SumPcpn27_29,SumPcpn28_30,SumPcpn29_31,SumPcpn30_32,SumPcpn31_33,SumPcpn32_34,SumPcpn33_35,SumPcpn34_36,SumPcpn35_37,SumPcpn36_38,SumPcpn37_39,SumPcpn38_40,SumEGDD_C18_20,SumEGDD_C19_21,SumEGDD_C20_22,SumEGDD_C21_23,SumEGDD_C22_24,SumEGDD_C23_25,SumEGDD_C24_26,SumEGDD_C25_27,SumEGDD_C26_28,SumEGDD_C27_29,SumEGDD_C28_30,SumEGDD_C29_31,SumEGDD_C30_32,SumEGDD_C31_33,SumEGDD_C32_34,SumEGDD_C33_35,SumEGDD_C34_36,SumEGDD_C35_37,SumEGDD_C36_38,SumEGDD_C37_39,SumEGDD_C38_40,SumHeatD18_20,SumHeatD19_21,SumHeatD20_22,SumHeatD21_23,SumHeatD22_24,SumHeatD23_25,SumHeatD24_26,SumHeatD25_27,SumHeatD26_28,SumHeatD27_29,SumHeatD28_30,SumHeatD29_31,SumHeatD30_32,SumHeatD31_33,SumHeatD32_34,SumHeatD33_35,SumHeatD34_36,SumHeatD35_37,SumHeatD36_38,SumHeatD37_39,SumHeatD38_40,SumFrostD18_20,SumFrostD19_21,SumFrostD20_22,SumFrostD21_23,SumFrostD22_24,SumFrostD23_25,SumFrostD24_26,SumFrostD25_27,SumFrostD26_28,SumFrostD27_29,SumFrostD28_30,SumFrostD29_31,SumFrostD30_32,SumFrostD31_33,SumFrostD32_34,SumFrostD33_35,SumFrostD34_36,SumFrostD35_37,SumFrostD36_38,SumFrostD37_39,SumFrostD38_40,AvgSI18_20,AvgSI19_21,AvgSI20_22,AvgSI21_23,AvgSI22_24,AvgSI23_25,AvgSI24_26,AvgSI25_27,AvgSI26_28,AvgSI27_29,AvgSI28_30,AvgSI29_31,AvgSI30_32,AvgSI31_33,AvgSI32_34,AvgSI33_35,AvgSI34_36,AvgSI35_37,AvgSI36_38,AvgSI37_39,AvgSI38_40,AvgPrcnAWHC18_20,AvgPrcnAWHC19_21,AvgPrcnAWHC20_22,AvgPrcnAWHC21_23,AvgPrcnAWHC22_24,AvgPrcnAWHC23_25,AvgPrcnAWHC24_26,AvgPrcnAWHC25_27,AvgPrcnAWHC26_28,AvgPrcnAWHC27_29,AvgPrcnAWHC28_30,AvgPrcnAWHC29_31,AvgPrcnAWHC30_32,AvgPrcnAWHC31_33,AvgPrcnAWHC32_34,AvgPrcnAWHC33_35,AvgPrcnAWHC34_36,AvgPrcnAWHC35_37,AvgPrcnAWHC36_38,AvgPrcnAWHC37_39,AvgPrcnAWHC38_40,NDVI18_20,NDVI19_21,NDVI20_22,NDVI21_23,NDVI22_24,NDVI23_25,NDVI24_26,NDVI25_27,NDVI26_28,NDVI27_29,NDVI28_30,NDVI29_31,NDVI30_32,NDVI31_33,NDVI32_34,NDVI33_35,NDVI34_36,NDVI35_37,NDVI36_38,SoilMoisture23_25,SoilMoisture24_26,SoilMoisture25_27,SoilMoisture26_28,SoilMoisture27_29,SoilMoisture28_30,SoilMoisture29_31,SoilMoisture30_32,SoilMoisture31_33,SoilMoisture32_34,SoilMoisture33_35,SoilMoisture34_36,SoilMoisture35_37,SoilMoisture36_38,SoilMoisture37_39,SoilMoisture38_40,Predicted_Yield
38260,00202W2,796.0,2020,21.2,16.4,14.5,17.6,26.4,38.4,59.1,80.9,84.9,55.3,35.1,17.6,19.7,14.9,15.1,6.7,1.3,1.1,1.5,12.9,12.9,78.7,129.55,178.95,228.35,219.9,223.0,244.7,276.6,305.15,297.8,287.5,297.55,301.7,301.6,322.15,318.75,283.65,199.1,155.15,155.55,142.1,0,0,0,0,0,0,2,4,4,2,2,4,6,5,9,9,9,3,1,0,0,14,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,7,0.78047619047619,0.746190476190476,0.700952380952381,0.720952380952381,0.65,0.52952380952381,0.362380952380952,0.232857142857143,0.165238095238095,0.0966666666666667,0.127142857142857,0.334761904761905,0.528095238095238,0.695714285714286,0.786190476190476,0.897142857142857,0.980952380952381,0.985238095238095,0.982380952380952,0.962857142857143,0.895714285714286,0.598571428571428,0.602380952380952,0.576666666666666,0.53047619047619,0.523809523809524,0.519523809523809,0.480952380952381,0.483809523809524,0.503333333333333,0.495238095238095,0.370476190476191,0.202380952380953,0.11,0.0528571428571429,0.0366666666666667,0.0180952380952381,0.0114285714285714,0.0114285714285714,0.0119047619047619,0.0271428571428571,0.0600000000000001,0.317918506666667,0.35410439,0.40708969,0.460514071666667,0.506968925,0.560172491666667,0.62316705,0.69734078,0.754686746666667,0.78295689,0.759987543333333,0.719475576666667,0.672769753333333,0.634585386666667,0.588137463333333,0.526854036666667,0.485134513333333,0.43783336,0.402537593333333,13.656762440999358,13.3852570851644,13.938027699788424,13.71442699432374,12.974548975626638,11.928022066752126,10.294974009195974,10.0702304840088,9.472974459330253,9.175976276397714,8.17227029800416,8.135291894276948,7.64991060892742,7.496071020762137,7.562262058258066,9.103241125742604,818.3720219726563
15415,00302W2,796.0,2014,29.9,32.6,45.0,55.0,39.0,43.4,77.0,74.7,52.5,14.1,46.8,47.7,53.3,23.7,93.9,101.3,106.6,42.6,28.8,17.7,32.9,51.3,114.45,186.4,230.65,220.5,213.1,229.5,258.0,268.7,273.3,278.95,287.2,300.9,317.35,302.1,276.65,230.65,159.15,143.2,163.8,162.3,0,2,3,3,1,0,0,2,3,3,1,0,1,2,2,2,1,1,0,2,2,15,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0.565714285714286,0.574761904761905,0.607142857142857,0.561428571428572,0.523333333333333,0.463333333333333,0.376666666666667,0.251904761904762,0.163333333333333,0.259523809523809,0.259047619047619,0.221428571428571,0.135238095238095,0.334285714285714,0.430476190476191,0.374285714285714,0.328571428571429,0.390952380952381,0.563809523809524,0.585714285714286,0.581904761904762,0.886190476190476,0.879047619047619,0.85,0.873333333333333,0.855714285714286,0.87,0.843809523809524,0.837142857142857,0.733809523809524,0.584761904761905,0.46,0.385238095238095,0.32,0.20047619047619,0.184285714285714,0.330476190476191,0.538571428571429,0.689047619047619,0.716666666666666,0.703333333333333,0.741428571428571,0.27124355,0.30403912,0.368573756666667,0.44299987,0.51385841,0.574026396666667,0.63071671,0.684323843333333,0.711482566666667,0.708300316666667,0.70756915,0.70558625,0.7057652,0.684174366666667,0.658961533333333,0.635052683333333,0.615954483333333,0.591504536666667,0.57332322,21.019076029459654,19.246540069580103,20.80996449788414,20.608957926432318,19.58583100636803,18.105519930521677,16.993988990783716,16.988292058308947,15.40156777699791,17.227611859639513,20.342057228088407,23.68285306294762,23.49968655904137,21.85789044698082,19.986498514811228,20.566688537597685,829.9498387145997
88,00208W2,796.0,2010,29.8,59.0,85.2,84.2,99.6,98.1,99.6,46.2,26.5,36.2,41.3,36.7,37.5,29.3,46.9,84.3,124.0,110.6,65.6,22.7,17.7,124.55,157.25,174.8,152.65,196.75,230.25,283.5,287.3,280.95,258.1,287.05,300.0,319.55,297.95,283.0,240.95,202.4,141.85,116.5,118.4,157.75,0,0,0,0,0,0,2,2,2,0,3,5,6,5,4,3,1,0,1,1,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,7,0.595714285714286,0.55952380952381,0.516666666666667,0.445714285714286,0.364761904761905,0.244761904761905,0.128571428571429,0.0861904761904761,0.0995238095238095,0.155714285714286,0.264285714285714,0.398571428571428,0.480952380952381,0.55047619047619,0.593809523809524,0.609523809523809,0.587142857142857,0.55047619047619,0.545714285714286,0.562857142857143,0.592380952380952,0.591428571428571,0.659523809523809,0.750952380952381,0.863809523809524,0.879047619047619,0.858571428571429,0.795714285714286,0.687142857142857,0.523333333333333,0.377142857142857,0.246190476190476,0.17047619047619,0.139523809523809,0.122857142857143,0.166190476190476,0.295238095238095,0.555714285714286,0.78,0.898571428571429,0.887142857142857,0.857142857142857,0.37657548,0.425644933333333,0.468014943333333,0.50328582,0.541977518333333,0.596718575,0.650750025,0.660588566666667,0.639384013333333,0.61503938,0.614046613333333,0.596099853333333,0.56306497,0.524732946666667,0.50549386,0.49611646,0.496834683333333,0.50602335,0.498473823333333,24.999546051025398,24.222313563028976,22.562564214070644,17.252871831258144,15.516146024068204,13.71243572235108,14.185395558675138,14.635456403096525,15.16115538279216,16.616825103759773,18.345807393391933,23.358278274536143,27.613555908203136,29.67395846048992,27.84433873494467,22.730530420939136,646.8373587341308
34379,00103W2,796.0,2019,12.6,19.1,11.4,27.8,29.3,43.0,54.8,54.1,138.5,108.1,109.4,11.3,26.3,31.8,44.2,33.8,38.1,80.2,116.2,122.0,76.9,64.35,92.65,147.05,190.4,226.25,226.1,237.95,257.75,296.3,295.85,310.6,313.5,301.55,277.75,260.55,244.6,225.6,188.85,202.35,168.7,120.05,0,0,2,3,4,2,1,1,3,3,3,4,4,3,1,1,1,1,2,2,1,15,13,9,8,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,8,0.666666666666667,0.694761904761905,0.708095238095238,0.672857142857143,0.611428571428571,0.549047619047619,0.488095238095238,0.358571428571429,0.217619047619048,0.12,0.122380952380952,0.225714285714286,0.424761904761905,0.460952380952381,0.482380952380953,0.412857142857143,0.552857142857143,0.577619047619048,0.6,0.55,0.53952380952381,0.476666666666667,0.451904761904762,0.42952380952381,0.431428571428571,0.420952380952381,0.415714285714286,0.392380952380952,0.407142857142857,0.53047619047619,0.582380952380952,0.559523809523809,0.366190476190476,0.220952380952381,0.176666666666667,0.157619047619048,0.152857142857143,0.141904761904762,0.294285714285714,0.529047619047619,0.768095238095238,0.885714285714286,0.357045473333333,0.40447229,0.446638913333333,0.476355278333333,0.493621385,0.536154501666667,0.583977223333333,0.628104766666667,0.677315096666667,0.70900798,0.736874713333333,0.735140966666667,0.709901716666667,0.675705616666667,0.636219573333333,0.61558544,0.59766422,0.580575203333333,0.56941412,12.37047926584878,14.575211842854804,15.90315977732339,16.51196193695067,15.514606475830064,13.861868858337388,10.650424639383935,8.532329082489,10.94740215937295,12.191490650176988,15.474020640055324,15.261108398437486,17.63641802469888,18.08373069763182,19.09620857238768,20.11816024780272,867.621462097168
26872,00302W2,796.0,2017,24.6,31.6,18.3,22.1,41.1,45.8,41.7,5.3,21.4,23.2,24.5,11.1,29.5,30.5,25.3,5.0,2.7,22.6,36.0,42.9,20.9,151.95,149.05,178.7,235.7,248.7,231.45,222.75,268.3,314.9,328.6,323.5,290.95,280.75,257.35,268.95,287.7,277.5,233.05,162.75,128.65,95.4,0,0,3,4,4,1,0,3,6,6,5,3,3,1,3,6,7,4,1,0,0,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,0.611428571428571,0.578571428571428,0.539047619047619,0.547619047619048,0.444285714285714,0.32,0.213333333333333,0.388095238095238,0.459523809523809,0.58,0.637142857142857,0.775238095238095,0.727142857142857,0.635714285714286,0.684761904761905,0.821904761904762,0.935714285714286,0.915238095238095,0.811904761904762,0.693333333333333,0.603333333333333,0.77047619047619,0.746190476190476,0.710952380952381,0.647619047619048,0.603333333333333,0.556190476190476,0.471428571428571,0.325238095238095,0.224761904761905,0.146190476190476,0.103333333333333,0.0433333333333333,0.0604761904761906,0.0719047619047621,0.072857142857143,0.0438095238095238,0.0295238095238095,0.0533333333333333,0.122857142857143,0.21,0.270476190476191,0.454978166666667,0.50924756,0.550134833333333,0.570666466666667,0.609944765,0.646155145,0.676486975,0.692580576666667,0.68932541,0.68063363,0.661133096666667,0.64691137,0.630155703333333,0.61811497,0.593155403333333,0.55375357,0.508436553333333,0.474073893333333,0.45086638,16.89767901102704,16.107729276021345,13.842369715372747,12.829789479573591,12.36791515350344,11.65045261383059,11.69768555959068,13.207284609476751,13.389037768046087,10.984405040740992,7.959666252136256,6.308610439300563,7.960122744242376,11.933970928192164,15.731145858764677,17.1554075876872,815.6122337341309
2,00101W2,796.0,2010,39.0,96.4,109.8,101.2,111.4,153.0,163.6,98.8,42.4,24.4,75.8,74.2,107.2,42.0,49.0,27.2,46.4,40.4,40.8,21.4,20.0,138.2,179.1,192.9,177.7,216.15,256.85,303.45,310.6,300.5,284.65,311.05,327.0,340.2,318.0,296.4,252.55,213.8,156.6,130.65,125.2,163.6,0,0,0,0,0,0,2,2,2,0,3,5,7,6,6,4,2,0,1,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,0.595714285714286,0.548571428571429,0.490952380952381,0.388571428571429,0.273809523809524,0.154285714285714,0.0766666666666667,0.0304761904761905,0.0119047619047619,0.0642857142857143,0.245714285714286,0.245714285714286,0.269047619047619,0.311428571428571,0.528095238095238,0.623333333333333,0.597619047619048,0.564761904761905,0.566666666666667,0.578571428571429,0.599047619047619,0.542380952380952,0.615238095238095,0.739523809523809,0.866666666666667,0.879047619047619,0.874761904761905,0.841904761904762,0.82047619047619,0.685238095238095,0.513809523809524,0.335714285714286,0.332857142857143,0.411904761904762,0.501428571428571,0.499523809523809,0.519523809523809,0.580952380952381,0.640952380952381,0.692857142857143,0.706666666666667,0.715238095238095,0.334957566666667,0.37793406,0.41165046,0.46347015,0.53630235,0.62440815,0.711486713333333,0.76032177,0.78065927,0.765798323333333,0.746722433333333,0.696494823333333,0.628509701666667,0.548999835,0.492380498333333,0.446457186666667,0.424071,0.419453626666667,0.406108926666667,22.021260579427075,21.157039642333974,18.94217999776204,15.311257044474274,13.590927441914866,12.881614367167144,13.117878913879386,12.869141896565743,12.831833839416497,14.126195589701323,16.385775566101064,18.65075111389159,20.287068684895825,20.514132181803376,19.56478754679361,16.681692123413075,794.7325706176758
30569,00106W2,796.0,2018,11.1,27.2,124.5,153.6,147.7,55.7,59.0,67.9,80.3,49.9,29.4,5.7,1.8,2.6,2.0,2.2,1.4,10.1,30.6,30.8,42.7,157.3,212.4,240.4,283.3,265.1,287.35,281.5,300.15,307.85,309.8,286.25,280.15,304.6,323.05,292.35,232.9,209.2,176.85,126.65,58.2,17.6,1,3,3,2,0,0,0,1,2,3,2,4,9,12,10,5,3,2,1,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,10,17,0.772857142857143,0.73047619047619,0.634285714285714,0.498095238095238,0.315714285714286,0.203333333333334,0.121428571428572,0.0985714285714287,0.0542857142857143,0.0552380952380953,0.218095238095238,0.505238095238095,0.747619047619048,0.908095238095238,0.947142857142857,0.978571428571428,0.975714285714286,0.963333333333333,0.88,0.756190476190476,0.636666666666667,0.19952380952381,0.188571428571429,0.318095238095238,0.557619047619047,0.764285714285714,0.765714285714285,0.657619047619047,0.590952380952381,0.578571428571428,0.483809523809524,0.324761904761905,0.153333333333333,0.0642857142857142,0.03,0.0204761904761905,0.0204761904761905,0.0223809523809524,0.0319047619047619,0.0904761904761903,0.167619047619047,0.269047619047619,0.373109513333333,0.419582533333333,0.466881433333333,0.5291371,0.590536966666667,0.631121483333333,0.65089065,0.66845825,0.692296153333333,0.717832153333333,0.720085186666667,0.704866966666667,0.674498,0.62797171,0.573991043333333,0.52519311,0.498997233333333,0.483015266666667,0.464537966666667,24.45856412251789,22.63274002075194,20.71550623575845,20.78435707092284,18.18390083312987,15.05082003275552,12.07671451568602,11.631745338439927,11.03456592559813,10.455909093221017,9.770831425984683,9.863281249999986,11.235157648722316,14.204533894856755,17.42817878723143,19.02023824055988,789.493231628418
26968,00411W2,796.0,2017,24.6,31.6,18.3,22.1,41.1,45.8,41.7,5.3,21.4,23.2,24.5,11.1,29.5,30.5,25.3,5.0,2.7,22.6,36.0,42.9,20.9,151.95,149.05,178.7,235.7,248.7,231.45,222.75,268.3,314.9,328.6,323.5,290.95,280.75,257.35,268.95,287.7,277.5,233.05,162.75,128.65,95.4,0,0,3,4,4,1,0,3,6,6,5,3,3,1,3,6,7,4,1,0,0,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,0.611428571428571,0.578571428571428,0.539047619047619,0.547619047619048,0.444285714285714,0.32,0.213333333333333,0.388095238095238,0.459523809523809,0.58,0.637142857142857,0.775238095238095,0.727142857142857,0.635714285714286,0.684761904761905,0.821904761904762,0.935714285714286,0.915238095238095,0.811904761904762,0.693333333333333,0.603333333333333,0.77047619047619,0.746190476190476,0.710952380952381,0.647619047619048,0.603333333333333,0.556190476190476,0.471428571428571,0.325238095238095,0.224761904761905,0.146190476190476,0.103333333333333,0.0433333333333333,0.0604761904761906,0.0719047619047621,0.072857142857143,0.0438095238095238,0.0295238095238095,0.0533333333333333,0.122857142857143,0.21,0.270476190476191,0.450812506666667,0.473723173333333,0.469233516666667,0.45973223,0.477726396666667,0.51996112,0.570291566666667,0.591938733333333,0.593208446666667,0.566481213333333,0.54443218,0.506077673333333,0.4817777,0.46823728,0.466932216666667,0.45827331,0.439057756666667,0.418999438333333,0.401513175,14.436495145162,12.925472259521536,9.657588640848848,8.362326939900768,9.251747449239147,9.459880669911756,9.443876743316702,9.443426609039358,10.335034052530975,9.727289199829151,8.453783988952688,6.745723088582409,7.41216309865321,9.92749913533534,12.503545443217012,13.969751993815157,559.4796537322998
15278,00101W2,796.0,2014,51.2,48.0,61.1,78.4,73.6,46.9,138.5,141.1,134.2,25.5,28.7,18.0,20.2,7.5,79.3,87.0,88.4,16.8,9.9,14.4,31.1,62.3,128.95,208.55,255.15,241.1,229.7,247.0,285.05,295.5,307.9,309.9,322.55,331.8,345.15,332.2,301.55,260.6,190.65,173.35,192.5,184.25,0,2,3,3,1,0,0,2,2,3,1,3,4,7,6,5,2,1,0,2,2,14,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0.556666666666667,0.564285714285715,0.56952380952381,0.56,0.559047619047619,0.526666666666667,0.503809523809524,0.426666666666666,0.309047619047619,0.253333333333333,0.227142857142857,0.317142857142857,0.448571428571429,0.648571428571429,0.687142857142857,0.45952380952381,0.242380952380952,0.310952380952381,0.556190476190476,0.741428571428571,0.699047619047619,0.896666666666667,0.89047619047619,0.891428571428571,0.906666666666667,0.903809523809524,0.891904761904762,0.874285714285714,0.867619047619048,0.800952380952381,0.661428571428572,0.497619047619048,0.333333333333333,0.215238095238095,0.114761904761905,0.126190476190476,0.268095238095238,0.384285714285714,0.424761904761905,0.355714285714286,0.322380952380953,0.372857142857143,0.261420476666667,0.284701833333333,0.3263278,0.386530636666667,0.441530836666667,0.526261943333333,0.60592535,0.69144905,0.719126016666667,0.735118616666667,0.741563063333333,0.756250163333333,0.74242443,0.707444416666667,0.647089383333333,0.588518533333333,0.531744186666667,0.494924946666667,0.47056798,19.29139264424641,17.41729990641275,19.01071802775064,19.7683614095052,18.915655771891267,17.492458979288728,16.268413225809724,16.245659510294587,14.745994567871085,16.830412228902173,20.213258107503247,23.59296480814615,23.112990697224927,21.26222292582193,19.42689641316731,20.213964462280263,769.1593468780518
7846,00402W2,796.0,2012,50.4,39.2,42.9,61.9,47.7,52.0,29.0,24.6,24.7,29.7,17.7,9.4,15.4,13.1,11.9,0.7,2.9,9.7,9.7,7.6,0.7,143.3,145.45,157.1,178.8,219.3,239.15,258.9,291.55,346.5,364.1,363.95,333.65,311.55,284.65,289.35,291.9,275.1,233.15,161.6,162.95,113.1,0,0,0,0,0,0,1,1,5,7,8,6,4,3,3,5,5,4,1,1,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,11,0.587142857142857,0.623333333333333,0.589047619047619,0.53,0.456666666666667,0.347619047619048,0.25,0.180476190476191,0.264761904761905,0.348571428571429,0.506190476190476,0.665238095238095,0.738095238095238,0.795238095238095,0.837619047619048,0.952380952380952,0.984285714285714,0.972380952380952,0.921904761904762,0.891428571428571,0.873809523809524,0.749047619047619,0.769047619047619,0.793333333333333,0.835238095238095,0.884285714285715,0.866190476190476,0.768571428571429,0.614761904761905,0.419047619047619,0.275714285714286,0.150952380952381,0.0800000000000001,0.0557142857142857,0.0385714285714286,0.0304761904761905,0.0104761904761905,0.0138095238095238,0.0209523809523809,0.0428571428571428,0.0538095238095238,0.0595238095238095,0.436790693333333,0.501621113333333,0.54514416,0.591311008333333,0.637440565,0.679493248333333,0.70795866,0.729438583333333,0.732404866666667,0.732286066666667,0.703139266666667,0.67582971,0.63727891,0.60480911,0.563148146666667,0.521892,0.4794396,0.439305,0.409035236666667,22.296323140462288,21.973469416300503,19.41024971008305,16.386450449625695,17.571855545043988,17.88619931538904,17.357225418090863,16.05773989359542,14.39940452575688,13.2099294662476,11.086092631022176,9.946692466735882,9.75348218282068,10.400271733601931,10.347508430481,9.913562774658246,537.7140707855225
22916,00101W2,796.0,2016,8.0,29.5,91.0,129.0,116.5,95.3,88.7,98.5,77.7,52.3,38.4,16.9,23.3,24.1,20.4,12.5,31.0,39.9,99.4,77.0,122.3,179.55,174.65,222.65,240.2,273.45,285.1,278.1,277.25,288.9,321.25,330.3,341.4,327.8,322.95,313.25,299.05,258.85,214.4,178.15,174.7,140.5,2,0,0,1,1,1,0,0,0,3,5,7,6,8,8,7,3,1,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,0.756190476190476,0.696666666666667,0.601428571428572,0.493809523809524,0.334761904761905,0.215238095238095,0.0947619047619046,0.0609523809523808,0.016190476190476,0.0,0.0385714285714286,0.158571428571429,0.326666666666667,0.566190476190476,0.75047619047619,0.876666666666667,0.81,0.718095238095238,0.624761904761905,0.57952380952381,0.55952380952381,0.575714285714285,0.570952380952381,0.659047619047619,0.770476190476191,0.844761904761905,0.836666666666667,0.803333333333333,0.812857142857143,0.768571428571429,0.698571428571429,0.524285714285714,0.344761904761905,0.19952380952381,0.133333333333333,0.114761904761905,0.11047619047619,0.162380952380952,0.234761904761905,0.352380952380952,0.510952380952381,0.712380952380953,0.344696316666667,0.4028969,0.46680095,0.544668383333333,0.6466268,0.716601276666667,0.768922043333333,0.767544443333333,0.76604439,0.76713537,0.75499157,0.703481556666667,0.61753593,0.521800486666667,0.456400363333333,0.422206003333333,0.407252093333333,0.40004394,0.39182598,15.892797152201323,16.146822611490876,16.36694939931233,15.625206947326651,13.939027150471995,11.843659400939933,10.08571179707844,9.996790885925284,11.178815523783356,11.594717025756829,11.231613794962556,12.346785227457673,13.673976262410472,15.480787913004548,16.426314036051423,19.478082656860344,944.1168675231934
4027,00402W2,796.0,2011,104.9,132.5,115.5,123.2,151.1,154.3,97.1,55.3,18.8,25.8,12.9,25.7,31.8,30.2,20.8,11.5,9.5,17.4,31.2,31.2,24.3,129.2,131.5,162.8,159.45,207.0,241.1,287.7,309.75,334.25,336.8,337.5,339.45,326.25,307.85,303.45,289.85,301.0,222.6,206.65,175.55,201.85,0,0,0,0,0,0,2,2,3,3,4,4,2,1,3,4,5,2,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,0.571904761904762,0.529523809523809,0.491904761904762,0.447142857142857,0.344285714285715,0.225714285714286,0.134761904761905,0.14952380952381,0.214285714285714,0.364285714285714,0.533809523809524,0.642380952380953,0.657619047619048,0.694285714285714,0.777619047619048,0.822380952380953,0.836190476190476,0.835714285714286,0.768571428571428,0.705238095238095,0.651904761904762,0.886190476190476,0.896190476190476,0.893333333333333,0.893809523809524,0.897142857142857,0.87952380952381,0.778571428571429,0.617619047619048,0.409523809523809,0.258095238095238,0.137142857142857,0.0909523809523811,0.0761904761904762,0.0876190476190477,0.0866666666666667,0.0952380952380953,0.0885714285714286,0.0942857142857143,0.162380952380952,0.222857142857143,0.272380952380952,0.371219003333333,0.444478223333333,0.52730003,0.592015486666667,0.6443216,0.669493016666667,0.69306495,0.718881816666667,0.724123283333333,0.711073206666667,0.684164923333333,0.654952473333333,0.633871666666667,0.61264475,0.599421816666667,0.589847316666667,0.57819343,0.560303996666667,0.538401346666667,30.45599047342941,29.00899950663253,26.707168579101605,23.734275817871136,21.91325124104822,20.61500231424972,19.55783208211267,18.12737464904789,17.47153472900395,16.308350880940797,17.66174888610844,17.232657750447633,17.079021135966027,16.903365770975793,16.477307319641156,17.511473973592164,475.8595514831543
7708,00202W2,796.0,2012,50.4,39.2,42.9,61.9,47.7,52.0,29.0,24.6,24.7,29.7,17.7,9.4,15.4,13.1,11.9,0.7,2.9,9.7,9.7,7.6,0.7,143.3,145.45,157.1,178.8,219.3,239.15,258.9,291.55,346.5,364.1,363.95,333.65,311.55,284.65,289.35,291.9,275.1,233.15,161.6,162.95,113.1,0,0,0,0,0,0,1,1,5,7,8,6,4,3,3,5,5,4,1,1,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,11,0.587142857142857,0.623333333333333,0.589047619047619,0.53,0.456666666666667,0.347619047619048,0.25,0.180476190476191,0.264761904761905,0.348571428571429,0.506190476190476,0.665238095238095,0.738095238095238,0.795238095238095,0.837619047619048,0.952380952380952,0.984285714285714,0.972380952380952,0.921904761904762,0.891428571428571,0.873809523809524,0.749047619047619,0.769047619047619,0.793333333333333,0.835238095238095,0.884285714285715,0.866190476190476,0.768571428571429,0.614761904761905,0.419047619047619,0.275714285714286,0.150952380952381,0.0800000000000001,0.0557142857142857,0.0385714285714286,0.0304761904761905,0.0104761904761905,0.0138095238095238,0.0209523809523809,0.0428571428571428,0.0538095238095238,0.0595238095238095,0.395216443333333,0.436974656666667,0.47891749,0.514202196666667,0.577207733333333,0.6485272,0.717262413333333,0.75056328,0.75663573,0.757429963333333,0.739388296666667,0.701591796666667,0.651288533333333,0.58980991,0.542121903333333,0.49774362,0.460976043333333,0.421488443333333,0.390079036666667,21.225814819335948,19.641658465067557,16.389710426330577,13.347242355346689,14.9535099665324,16.402936617533374,16.23400402069093,15.56526788075766,14.414292017618823,14.088163057963063,12.154441515604663,10.590538342793792,9.233806292215991,8.858333587646493,8.254073778788259,8.363645235697438,599.26126612854
27052,00512W2,796.0,2017,4.8,8.7,6.6,8.5,53.6,56.6,54.3,3.0,9.5,14.0,20.3,22.7,20.4,17.7,6.9,4.7,1.1,7.8,12.3,24.6,16.8,139.4,134.45,166.75,228.95,242.5,226.85,221.5,270.6,318.15,335.0,336.55,309.25,298.0,269.6,278.85,298.25,288.45,246.0,167.5,133.55,96.45,0,0,2,3,3,1,1,4,7,7,8,6,5,1,1,4,5,5,2,1,0,10,9,8,2,1,1,1,1,0,0,0,0,0,0,0,0,1,2,3,3,6,0.760952380952381,0.727142857142857,0.693809523809524,0.678571428571429,0.599047619047619,0.443809523809524,0.290952380952381,0.303809523809524,0.41,0.546666666666667,0.677619047619048,0.724761904761905,0.734761904761905,0.771428571428572,0.87,0.948571428571429,0.963333333333333,0.961904761904762,0.935238095238095,0.903809523809524,0.846666666666667,0.365714285714286,0.343333333333333,0.317619047619048,0.284761904761905,0.291428571428571,0.308095238095238,0.301428571428571,0.226666666666666,0.137619047619047,0.0738095238095237,0.0414285714285714,0.0319047619047619,0.0285714285714286,0.0261904761904762,0.02,0.019047619047619,0.02,0.0233333333333333,0.0371428571428571,0.0533333333333333,0.0804761904761903,0.469897196666667,0.494942406666667,0.494047313333333,0.484989766666667,0.500537523333333,0.527072,0.5514144,0.554515066666667,0.547332,0.518442646666667,0.497703706666667,0.47372054,0.45655456,0.44122072,0.429797063333333,0.41830368,0.40274736,0.385689745,0.373588185,12.928740183512422,11.734442551930798,8.38062127431239,6.479240894317679,7.159427324930879,7.489995638529511,8.04516140619919,8.135394573211721,8.490622838338268,7.475995222727509,6.259678045908662,5.182123263677013,6.20640810330714,8.646524031957043,11.257119814554905,13.267442703247122,540.4684544372559
